"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHL","GDP","TOT","USD_CAP","A","1993",6275.993345,"E"
"CHL","GDP","TOT","USD_CAP","A","1994",6658.966111,"E"
"CHL","GDP","TOT","USD_CAP","A","1995",7393.226604,"E"
"CHL","GDP","TOT","USD_CAP","A","1996",7975.179245,
"CHL","GDP","TOT","USD_CAP","A","1997",8596.073482,
"CHL","GDP","TOT","USD_CAP","A","1998",8943.900341,
"CHL","GDP","TOT","USD_CAP","A","1999",8923.999089,
"CHL","GDP","TOT","USD_CAP","A","2000",9488.037995,
"CHL","GDP","TOT","USD_CAP","A","2001",9912.846258,
"CHL","GDP","TOT","USD_CAP","A","2002",10263.120089,
"CHL","GDP","TOT","USD_CAP","A","2003",10776.991479,
"CHL","GDP","TOT","USD_CAP","A","2004",11745.809843,
"CHL","GDP","TOT","USD_CAP","A","2005",12667.853587,
"CHL","GDP","TOT","USD_CAP","A","2006",15671.658901,
"CHL","GDP","TOT","USD_CAP","A","2007",16862.702336,
"CHL","GDP","TOT","USD_CAP","A","2008",16450.941221,
"CHL","GDP","TOT","USD_CAP","A","2009",16131.939807,
"CHL","GDP","TOT","USD_CAP","A","2010",18158.514528,
"CHL","GDP","TOT","USD_CAP","A","2011",20302.788718,
"CHL","GDP","TOT","USD_CAP","A","2012",21446.537619,
"CHL","GDP","TOT","USD_CAP","A","2013",22352.530732,
"CHL","GDP","TOT","USD_CAP","A","2014",22691.629839,
"CHL","GDP","TOT","USD_CAP","A","2015",22429.698977,
"CHL","GDP","TOT","USD_CAP","A","2016",23003.91117,
"CHL","GDP","TOT","USD_CAP","A","2017",24012.914871,
"CHN","GDP","TOT","USD_CAP","A","1980",310.888887,
"CHN","GDP","TOT","USD_CAP","A","1981",349.804878,
"CHN","GDP","TOT","USD_CAP","A","1982",396.546891,
"CHN","GDP","TOT","USD_CAP","A","1983",450.661526,
"CHN","GDP","TOT","USD_CAP","A","1984",530.792693,
"CHN","GDP","TOT","USD_CAP","A","1985",613.120607,
"CHN","GDP","TOT","USD_CAP","A","1986",670.71929,
"CHN","GDP","TOT","USD_CAP","A","1987",755.166158,
"CHN","GDP","TOT","USD_CAP","A","1988",856.157382,
"CHN","GDP","TOT","USD_CAP","A","1989",912.766673,
"CHN","GDP","TOT","USD_CAP","A","1990",979.540202,
"CHN","GDP","TOT","USD_CAP","A","1991",1091.982948,
"CHN","GDP","TOT","USD_CAP","A","1992",1260.976258,
"CHN","GDP","TOT","USD_CAP","A","1993",1453.310677,
"CHN","GDP","TOT","USD_CAP","A","1994",1659.301582,
"CHN","GDP","TOT","USD_CAP","A","1995",1859.657697,
"CHN","GDP","TOT","USD_CAP","A","1996",2060.044732,
"CHN","GDP","TOT","USD_CAP","A","1997",2265.814158,
"CHN","GDP","TOT","USD_CAP","A","1998",2447.447264,
"CHN","GDP","TOT","USD_CAP","A","1999",2653.629089,
"CHN","GDP","TOT","USD_CAP","A","2000",2922.24071,
"CHN","GDP","TOT","USD_CAP","A","2001",3215.673402,
"CHN","GDP","TOT","USD_CAP","A","2002",3540.244645,
"CHN","GDP","TOT","USD_CAP","A","2003",3949.41122,
"CHN","GDP","TOT","USD_CAP","A","2004",4442.164082,
"CHN","GDP","TOT","USD_CAP","A","2005",5077.604522,
"CHN","GDP","TOT","USD_CAP","A","2006",5868.232542,
"CHN","GDP","TOT","USD_CAP","A","2007",6846.293562,
"CHN","GDP","TOT","USD_CAP","A","2008",7615.727028,
"CHN","GDP","TOT","USD_CAP","A","2009",8354.100768,
"CHN","GDP","TOT","USD_CAP","A","2010",9310.817148,
"CHN","GDP","TOT","USD_CAP","A","2011",10359.549963,
"CHN","GDP","TOT","USD_CAP","A","2012",11323.021348,
"CHN","GDP","TOT","USD_CAP","A","2013",12337.607668,
"CHN","GDP","TOT","USD_CAP","A","2014",13405.026099,
"CHN","GDP","TOT","USD_CAP","A","2015",14412.531214,
"CHN","GDP","TOT","USD_CAP","A","2016",15477.980833,
"COL","GDP","TOT","USD_CAP","A","2000",6603.048676,
"COL","GDP","TOT","USD_CAP","A","2001",6779.693554,
"COL","GDP","TOT","USD_CAP","A","2002",6968.16344,
"COL","GDP","TOT","USD_CAP","A","2003",7293.794062,
"COL","GDP","TOT","USD_CAP","A","2004",7797.230571,
"COL","GDP","TOT","USD_CAP","A","2005",8324.714657,
"COL","GDP","TOT","USD_CAP","A","2006",9046.028501,
"COL","GDP","TOT","USD_CAP","A","2007",9809.877945,
"COL","GDP","TOT","USD_CAP","A","2008",10234.929874,
"COL","GDP","TOT","USD_CAP","A","2009",10359.991385,
"COL","GDP","TOT","USD_CAP","A","2010",10775.871163,
"COL","GDP","TOT","USD_CAP","A","2011",11586.873582,
"COL","GDP","TOT","USD_CAP","A","2012",12135.912787,
"COL","GDP","TOT","USD_CAP","A","2013",12784.965641,"E"
"COL","GDP","TOT","USD_CAP","A","2014",13431.517617,
"COL","GDP","TOT","USD_CAP","A","2015",13833.175621,
"COL","GDP","TOT","USD_CAP","A","2016",14011.612739,
"COL","GDP","TOT","USD_CAP","A","2017",14485.305861,"E"
"EST","GDP","TOT","USD_CAP","A","1993",5572.512773,"E"
"EST","GDP","TOT","USD_CAP","A","1994",5727.623558,"E"
"EST","GDP","TOT","USD_CAP","A","1995",6233.73568,
"EST","GDP","TOT","USD_CAP","A","1996",6778.023327,
"EST","GDP","TOT","USD_CAP","A","1997",7802.404007,
"EST","GDP","TOT","USD_CAP","A","1998",8317.105156,
"EST","GDP","TOT","USD_CAP","A","1999",8435.213415,
"EST","GDP","TOT","USD_CAP","A","2000",9390.760261,
"EST","GDP","TOT","USD_CAP","A","2001",10277.404527,
"EST","GDP","TOT","USD_CAP","A","2002",11555.845531,
"EST","GDP","TOT","USD_CAP","A","2003",13021.236897,
"EST","GDP","TOT","USD_CAP","A","2004",14384.99362,
"EST","GDP","TOT","USD_CAP","A","2005",16466.022729,
"EST","GDP","TOT","USD_CAP","A","2006",19205.014189,
"EST","GDP","TOT","USD_CAP","A","2007",21924.195032,
"EST","GDP","TOT","USD_CAP","A","2008",22641.840129,
"EST","GDP","TOT","USD_CAP","A","2009",20480.507046,
"EST","GDP","TOT","USD_CAP","A","2010",21573.177747,
"EST","GDP","TOT","USD_CAP","A","2011",24501.344422,
"EST","GDP","TOT","USD_CAP","A","2012",25973.316907,
"EST","GDP","TOT","USD_CAP","A","2013",27449.852709,
"EST","GDP","TOT","USD_CAP","A","2014",28936.529789,
"EST","GDP","TOT","USD_CAP","A","2015",29164.735845,
"EST","GDP","TOT","USD_CAP","A","2016",30564.570312,
"EST","GDP","TOT","USD_CAP","A","2017",32584.692299,
"IND","GDP","TOT","USD_CAP","A","2004",2616.706221,"E"
"IND","GDP","TOT","USD_CAP","A","2005",2906.308327,"E"
"IND","GDP","TOT","USD_CAP","A","2006",3226.43365,"E"
"IND","GDP","TOT","USD_CAP","A","2007",3585.815724,"E"
"IND","GDP","TOT","USD_CAP","A","2008",3745.750638,"E"
"IND","GDP","TOT","USD_CAP","A","2009",4038.251028,"E"
"IND","GDP","TOT","USD_CAP","A","2010",4414.060389,"E"
"IND","GDP","TOT","USD_CAP","A","2011",4739.373347,
"IND","GDP","TOT","USD_CAP","A","2012",5028.214828,
"IND","GDP","TOT","USD_CAP","A","2013",5366.192385,
"IND","GDP","TOT","USD_CAP","A","2014",5808.702002,
"IND","GDP","TOT","USD_CAP","A","2015",6288.398775,
"IND","GDP","TOT","USD_CAP","A","2016",6730.580999,
"IDN","GDP","TOT","USD_CAP","A","1993",4627.787273,"E"
"IDN","GDP","TOT","USD_CAP","A","1994",5012.580752,"E"
"IDN","GDP","TOT","USD_CAP","A","1995",5461.433736,"E"
"IDN","GDP","TOT","USD_CAP","A","1996",5913.277703,"E"
"IDN","GDP","TOT","USD_CAP","A","1997",6210.363972,"E"
"IDN","GDP","TOT","USD_CAP","A","1998",5378.536193,"E"
"IDN","GDP","TOT","USD_CAP","A","1999",5428.18952,"E"
"IDN","GDP","TOT","USD_CAP","A","2000",5192.625618,"E"
"IDN","GDP","TOT","USD_CAP","A","2001",5422.04846,"E"
"IDN","GDP","TOT","USD_CAP","A","2002",5666.85626,"E"
"IDN","GDP","TOT","USD_CAP","A","2003",5965.481353,"E"
"IDN","GDP","TOT","USD_CAP","A","2004",6341.490873,"E"
"IDN","GDP","TOT","USD_CAP","A","2005",6814.566794,"E"
"IDN","GDP","TOT","USD_CAP","A","2006",7299.36015,"E"
"IDN","GDP","TOT","USD_CAP","A","2007",7849.776281,"E"
"IDN","GDP","TOT","USD_CAP","A","2008",8358.038019,
"IDN","GDP","TOT","USD_CAP","A","2009",8505.488076,
"IDN","GDP","TOT","USD_CAP","A","2010",8401.653869,
"IDN","GDP","TOT","USD_CAP","A","2011",8973.562971,
"IDN","GDP","TOT","USD_CAP","A","2012",9554.336766,
"IDN","GDP","TOT","USD_CAP","A","2013",10108.429919,
"IDN","GDP","TOT","USD_CAP","A","2014",10661.166003,
"IDN","GDP","TOT","USD_CAP","A","2015",11150.271131,
"IDN","GDP","TOT","USD_CAP","A","2016",11720.226825,
"IDN","GDP","TOT","USD_CAP","A","2017",12382.145624,
"ISR","GDP","TOT","USD_CAP","A","1995",19723.104081,
"ISR","GDP","TOT","USD_CAP","A","1996",20759.244557,
"ISR","GDP","TOT","USD_CAP","A","1997",21417.591036,
"ISR","GDP","TOT","USD_CAP","A","1998",22003.312687,
"ISR","GDP","TOT","USD_CAP","A","1999",22521.979607,
"ISR","GDP","TOT","USD_CAP","A","2000",24858.840229,
"ISR","GDP","TOT","USD_CAP","A","2001",24857.532455,
"ISR","GDP","TOT","USD_CAP","A","2002",25128.079432,
"ISR","GDP","TOT","USD_CAP","A","2003",23702.816487,
"ISR","GDP","TOT","USD_CAP","A","2004",25107.200405,
"ISR","GDP","TOT","USD_CAP","A","2005",24700.19575,
"ISR","GDP","TOT","USD_CAP","A","2006",25553.067077,
"ISR","GDP","TOT","USD_CAP","A","2007",27355.482515,
"ISR","GDP","TOT","USD_CAP","A","2008",27257.092509,
"ISR","GDP","TOT","USD_CAP","A","2009",27515.908262,
"ISR","GDP","TOT","USD_CAP","A","2010",28853.859553,
"ISR","GDP","TOT","USD_CAP","A","2011",30579.687064,
"ISR","GDP","TOT","USD_CAP","A","2012",31738.461796,
"ISR","GDP","TOT","USD_CAP","A","2013",34193.226108,
"ISR","GDP","TOT","USD_CAP","A","2014",34277.842161,
"ISR","GDP","TOT","USD_CAP","A","2015",36067.006416,
"ISR","GDP","TOT","USD_CAP","A","2016",37460.903522,
"ISR","GDP","TOT","USD_CAP","A","2017",38539.512495,
"RUS","GDP","TOT","USD_CAP","A","1995",6038.114121,"E"
"RUS","GDP","TOT","USD_CAP","A","1996",5935.15184,"E"
"RUS","GDP","TOT","USD_CAP","A","1997",6130.235405,"E"
"RUS","GDP","TOT","USD_CAP","A","1998",5875.270589,"E"
"RUS","GDP","TOT","USD_CAP","A","1999",6363.686444,"E"
"RUS","GDP","TOT","USD_CAP","A","2000",7344.025113,"E"
"RUS","GDP","TOT","USD_CAP","A","2001",7927.350331,"E"
"RUS","GDP","TOT","USD_CAP","A","2002",8648.175878,"E"
"RUS","GDP","TOT","USD_CAP","A","2003",9967.043108,"E"
"RUS","GDP","TOT","USD_CAP","A","2004",11020.293258,"E"
"RUS","GDP","TOT","USD_CAP","A","2005",12733.900723,"E"
"RUS","GDP","TOT","USD_CAP","A","2006",16066.274976,"E"
"RUS","GDP","TOT","USD_CAP","A","2007",17932.269079,"E"
"RUS","GDP","TOT","USD_CAP","A","2008",21718.309609,"E"
"RUS","GDP","TOT","USD_CAP","A","2009",20881.382438,"E"
"RUS","GDP","TOT","USD_CAP","A","2010",22078.429423,"E"
"RUS","GDP","TOT","USD_CAP","A","2011",24310.03713,
"RUS","GDP","TOT","USD_CAP","A","2012",25784.559677,
"RUS","GDP","TOT","USD_CAP","A","2013",26240.258801,
"RUS","GDP","TOT","USD_CAP","A","2014",25797.499095,
"RUS","GDP","TOT","USD_CAP","A","2015",24691.833909,
"RUS","GDP","TOT","USD_CAP","A","2016",24788.679645,
"SVN","GDP","TOT","USD_CAP","A","1995",13563.215115,
"SVN","GDP","TOT","USD_CAP","A","1996",14260.012138,
"SVN","GDP","TOT","USD_CAP","A","1997",15261.018394,
"SVN","GDP","TOT","USD_CAP","A","1998",16021.795558,
"SVN","GDP","TOT","USD_CAP","A","1999",17061.436549,
"SVN","GDP","TOT","USD_CAP","A","2000",18043.181273,
"SVN","GDP","TOT","USD_CAP","A","2001",18972.107641,
"SVN","GDP","TOT","USD_CAP","A","2002",20299.933243,
"SVN","GDP","TOT","USD_CAP","A","2003",21126.39378,
"SVN","GDP","TOT","USD_CAP","A","2004",22782.05911,
"SVN","GDP","TOT","USD_CAP","A","2005",23941.234638,
"SVN","GDP","TOT","USD_CAP","A","2006",25753.918172,
"SVN","GDP","TOT","USD_CAP","A","2007",27590.779166,
"SVN","GDP","TOT","USD_CAP","A","2008",29614.587595,"B"
"SVN","GDP","TOT","USD_CAP","A","2009",27444.2593,
"SVN","GDP","TOT","USD_CAP","A","2010",27763.191988,
"SVN","GDP","TOT","USD_CAP","A","2011",28804.727303,
"SVN","GDP","TOT","USD_CAP","A","2012",28906.328743,
"SVN","GDP","TOT","USD_CAP","A","2013",29802.653408,
"SVN","GDP","TOT","USD_CAP","A","2014",30856.80321,
"SVN","GDP","TOT","USD_CAP","A","2015",31471.878591,
"SVN","GDP","TOT","USD_CAP","A","2016",32729.606427,
"SVN","GDP","TOT","USD_CAP","A","2017",34886.0808,
"ZAF","GDP","TOT","USD_CAP","A","1985",5699.29117,
"ZAF","GDP","TOT","USD_CAP","A","1986",5683.360554,
"ZAF","GDP","TOT","USD_CAP","A","1987",5820.282739,
"ZAF","GDP","TOT","USD_CAP","A","1988",6132.482625,
"ZAF","GDP","TOT","USD_CAP","A","1989",6438.971288,
"ZAF","GDP","TOT","USD_CAP","A","1990",6512.330053,
"ZAF","GDP","TOT","USD_CAP","A","1991",6517.468592,
"ZAF","GDP","TOT","USD_CAP","A","1992",6384.320641,
"ZAF","GDP","TOT","USD_CAP","A","1993",6476.91592,
"ZAF","GDP","TOT","USD_CAP","A","1994",6686.257214,
"ZAF","GDP","TOT","USD_CAP","A","1995",6894.618589,
"ZAF","GDP","TOT","USD_CAP","A","1996",7177.839188,
"ZAF","GDP","TOT","USD_CAP","A","1997",7349.017943,
"ZAF","GDP","TOT","USD_CAP","A","1998",7328.638322,
"ZAF","GDP","TOT","USD_CAP","A","1999",7482.179519,
"ZAF","GDP","TOT","USD_CAP","A","2000",7838.630241,
"ZAF","GDP","TOT","USD_CAP","A","2001",8105.746776,
"ZAF","GDP","TOT","USD_CAP","A","2002",8327.47167,
"ZAF","GDP","TOT","USD_CAP","A","2003",8642.424295,
"ZAF","GDP","TOT","USD_CAP","A","2004",9173.914515,
"ZAF","GDP","TOT","USD_CAP","A","2005",9847.078688,
"ZAF","GDP","TOT","USD_CAP","A","2006",10584.284429,
"ZAF","GDP","TOT","USD_CAP","A","2007",11301.778795,
"ZAF","GDP","TOT","USD_CAP","A","2008",11735.257807,
"ZAF","GDP","TOT","USD_CAP","A","2009",11486.269031,
"ZAF","GDP","TOT","USD_CAP","A","2010",11815.51643,
"ZAF","GDP","TOT","USD_CAP","A","2011",12234.129622,
"ZAF","GDP","TOT","USD_CAP","A","2012",12600.204551,
"ZAF","GDP","TOT","USD_CAP","A","2013",12930.620461,
"ZAF","GDP","TOT","USD_CAP","A","2014",13176.459447,
"ZAF","GDP","TOT","USD_CAP","A","2015",13298.262768,
"ZAF","GDP","TOT","USD_CAP","A","2016",13334.987018,
"ZAF","GDP","TOT","USD_CAP","A","2017",13545.178317,
"DEW","GDP","TOT","USD_CAP","A","1970",4562.672226,
"DEW","GDP","TOT","USD_CAP","A","1971",4892.259126,
"DEW","GDP","TOT","USD_CAP","A","1972",5291.97128,
"DEW","GDP","TOT","USD_CAP","A","1973",5817.915555,
"DEW","GDP","TOT","USD_CAP","A","1974",6389.028716,
"DEW","GDP","TOT","USD_CAP","A","1975",6945.497442,
"DEW","GDP","TOT","USD_CAP","A","1976",7726.674065,
"DEW","GDP","TOT","USD_CAP","A","1977",8498.827583,
"DEW","GDP","TOT","USD_CAP","A","1978",9380.302036,
"DEW","GDP","TOT","USD_CAP","A","1979",10570.387816,
"DEW","GDP","TOT","USD_CAP","A","1980",11646.911416,
"DEW","GDP","TOT","USD_CAP","A","1981",12777.360948,
"DEW","GDP","TOT","USD_CAP","A","1982",13526.331536,
"DEW","GDP","TOT","USD_CAP","A","1983",14331.256216,
"DEW","GDP","TOT","USD_CAP","A","1984",15320.737463,
"DEW","GDP","TOT","USD_CAP","A","1985",16218.806613,
"DEW","GDP","TOT","USD_CAP","A","1986",16912.75262,
"DEW","GDP","TOT","USD_CAP","A","1987",17584.464408,
"DEW","GDP","TOT","USD_CAP","A","1988",18760.250422,
"DEW","GDP","TOT","USD_CAP","A","1989",20049.145093,
"DEW","GDP","TOT","USD_CAP","A","1990",21471.478051,
"DEW","GDP","TOT","USD_CAP","A","1991",23020.520005,
"EU28","GDP","TOT","USD_CAP","A","1995",18053.818036,
"EU28","GDP","TOT","USD_CAP","A","1996",18759.740907,
"EU28","GDP","TOT","USD_CAP","A","1997",19579.396255,
"EU28","GDP","TOT","USD_CAP","A","1998",20429.954406,
"EU28","GDP","TOT","USD_CAP","A","1999",21221.838354,
"EU28","GDP","TOT","USD_CAP","A","2000",22627.26812,
"EU28","GDP","TOT","USD_CAP","A","2001",23766.114885,
"EU28","GDP","TOT","USD_CAP","A","2002",24824.509703,
"EU28","GDP","TOT","USD_CAP","A","2003",25414.049751,
"EU28","GDP","TOT","USD_CAP","A","2004",26652.437193,
"EU28","GDP","TOT","USD_CAP","A","2005",27591.513101,
"EU28","GDP","TOT","USD_CAP","A","2006",29853.997144,
"EU28","GDP","TOT","USD_CAP","A","2007",31630.370662,
"EU28","GDP","TOT","USD_CAP","A","2008",33065.913642,
"EU28","GDP","TOT","USD_CAP","A","2009",32244.825652,
"EU28","GDP","TOT","USD_CAP","A","2010",33350.903536,
"EU28","GDP","TOT","USD_CAP","A","2011",34711.422767,
"EU28","GDP","TOT","USD_CAP","A","2012",35265.054799,
"EU28","GDP","TOT","USD_CAP","A","2013",36505.376048,
"EU28","GDP","TOT","USD_CAP","A","2014",37562.087549,
"EU28","GDP","TOT","USD_CAP","A","2015",38513.551368,
"EU28","GDP","TOT","USD_CAP","A","2016",39690.959749,
"EU28","GDP","TOT","USD_CAP","A","2017",41176.445867,
"OECD","GDP","TOT","USD_CAP","A","1970",3567.710058,"E"
"OECD","GDP","TOT","USD_CAP","A","1971",3842.219411,"E"
"OECD","GDP","TOT","USD_CAP","A","1972",4180.424053,"E"
"OECD","GDP","TOT","USD_CAP","A","1973",4626.786115,"E"
"OECD","GDP","TOT","USD_CAP","A","1974",5045.433015,"E"
"OECD","GDP","TOT","USD_CAP","A","1975",5479.892025,"E"
"OECD","GDP","TOT","USD_CAP","A","1976",6006.427144,"E"
"OECD","GDP","TOT","USD_CAP","A","1977",6550.900561,"E"
"OECD","GDP","TOT","USD_CAP","A","1978",7257.187348,"E"
"OECD","GDP","TOT","USD_CAP","A","1979",8085.730214,"E"
"OECD","GDP","TOT","USD_CAP","A","1980",8838.742836,"E"
"OECD","GDP","TOT","USD_CAP","A","1981",9795.698057,"E"
"OECD","GDP","TOT","USD_CAP","A","1982",10329.625936,"E"
"OECD","GDP","TOT","USD_CAP","A","1983",10969.432749,"E"
"OECD","GDP","TOT","USD_CAP","A","1984",11806.698672,"E"
"OECD","GDP","TOT","USD_CAP","A","1985",12545.832143,"E"
"OECD","GDP","TOT","USD_CAP","A","1986",13077.734334,"E"
"OECD","GDP","TOT","USD_CAP","A","1987",13800.5081,"E"
"OECD","GDP","TOT","USD_CAP","A","1988",14824.969676,"E"
"OECD","GDP","TOT","USD_CAP","A","1989",15847.963237,"E"
"OECD","GDP","TOT","USD_CAP","A","1990",16794.985098,"E"
"OECD","GDP","TOT","USD_CAP","A","1991",17460.15034,"E"
"OECD","GDP","TOT","USD_CAP","A","1992",18106.159077,"E"
"OECD","GDP","TOT","USD_CAP","A","1993",18697.573176,"E"
"OECD","GDP","TOT","USD_CAP","A","1994",19535.982101,"E"
"OECD","GDP","TOT","USD_CAP","A","1995",20307.60613,"E"
"OECD","GDP","TOT","USD_CAP","A","1996",21190.96846,"E"
"OECD","GDP","TOT","USD_CAP","A","1997",22187.09219,"E"
"OECD","GDP","TOT","USD_CAP","A","1998",22789.651073,
"OECD","GDP","TOT","USD_CAP","A","1999",23731.607986,
"OECD","GDP","TOT","USD_CAP","A","2000",25207.392315,
"OECD","GDP","TOT","USD_CAP","A","2001",26014.139941,
"OECD","GDP","TOT","USD_CAP","A","2002",26829.006737,
"OECD","GDP","TOT","USD_CAP","A","2003",27589.161704,
"OECD","GDP","TOT","USD_CAP","A","2004",29063.189113,
"OECD","GDP","TOT","USD_CAP","A","2005",30471.898126,
"OECD","GDP","TOT","USD_CAP","A","2006",32494.858958,
"OECD","GDP","TOT","USD_CAP","A","2007",34062.867054,
"OECD","GDP","TOT","USD_CAP","A","2008",34925.088535,"B"
"OECD","GDP","TOT","USD_CAP","A","2009",33976.613995,
"OECD","GDP","TOT","USD_CAP","A","2010",35297.870734,
"OECD","GDP","TOT","USD_CAP","A","2011",36670.148097,"P"
"OECD","GDP","TOT","USD_CAP","A","2012",37649.707115,"E"
"OECD","GDP","TOT","USD_CAP","A","2013",39008.858195,"E"
"OECD","GDP","TOT","USD_CAP","A","2014",40170.198013,"E"
"OECD","GDP","TOT","USD_CAP","A","2015",41193.747024,"E"
"OECD","GDP","TOT","USD_CAP","A","2016",42250.340181,"E"
"OECD","GDP","TOT","USD_CAP","A","2017",43723.560379,"E"
"OECDE","GDP","TOT","USD_CAP","A","1995",18188.887082,"E"
"OECDE","GDP","TOT","USD_CAP","A","1996",18922.459211,"E"
"OECDE","GDP","TOT","USD_CAP","A","1997",19794.988353,"E"
"OECDE","GDP","TOT","USD_CAP","A","1998",20245.559244,
"OECDE","GDP","TOT","USD_CAP","A","1999",20960.494011,
"OECDE","GDP","TOT","USD_CAP","A","2000",22391.223188,
"OECDE","GDP","TOT","USD_CAP","A","2001",23343.910418,
"OECDE","GDP","TOT","USD_CAP","A","2002",24251.508543,
"OECDE","GDP","TOT","USD_CAP","A","2003",24765.655381,
"OECDE","GDP","TOT","USD_CAP","A","2004",26015.503741,
"OECDE","GDP","TOT","USD_CAP","A","2005",26996.626724,
"OECDE","GDP","TOT","USD_CAP","A","2006",29262.975252,
"OECDE","GDP","TOT","USD_CAP","A","2007",30972.902525,
"OECDE","GDP","TOT","USD_CAP","A","2008",32349.460342,"B"
"OECDE","GDP","TOT","USD_CAP","A","2009",31459.147189,
"OECDE","GDP","TOT","USD_CAP","A","2010",32689.926755,
"OECDE","GDP","TOT","USD_CAP","A","2011",34213.746085,"P"
"OECDE","GDP","TOT","USD_CAP","A","2012",34838.398477,"E"
"OECDE","GDP","TOT","USD_CAP","A","2013",36183.712312,"E"
"OECDE","GDP","TOT","USD_CAP","A","2014",37339.862369,"E"
"OECDE","GDP","TOT","USD_CAP","A","2015",38244.540297,"E"
"OECDE","GDP","TOT","USD_CAP","A","2016",39282.79716,"E"
"OECDE","GDP","TOT","USD_CAP","A","2017",40729.096611,"E"
"LVA","GDP","TOT","USD_CAP","A","1995",5507.941712,
"LVA","GDP","TOT","USD_CAP","A","1996",5795.200626,
"LVA","GDP","TOT","USD_CAP","A","1997",6481.587939,
"LVA","GDP","TOT","USD_CAP","A","1998",7070.939422,
"LVA","GDP","TOT","USD_CAP","A","1999",7405.207423,
"LVA","GDP","TOT","USD_CAP","A","2000",8017.80095,
"LVA","GDP","TOT","USD_CAP","A","2001",9040.596111,
"LVA","GDP","TOT","USD_CAP","A","2002",10069.143357,
"LVA","GDP","TOT","USD_CAP","A","2003",11025.227096,
"LVA","GDP","TOT","USD_CAP","A","2004",12219.468241,
"LVA","GDP","TOT","USD_CAP","A","2005",13847.870041,
"LVA","GDP","TOT","USD_CAP","A","2006",15752.362955,
"LVA","GDP","TOT","USD_CAP","A","2007",18120.399861,
"LVA","GDP","TOT","USD_CAP","A","2008",19428.571875,
"LVA","GDP","TOT","USD_CAP","A","2009",16866.295093,
"LVA","GDP","TOT","USD_CAP","A","2010",17578.061982,
"LVA","GDP","TOT","USD_CAP","A","2011",19781.826568,
"LVA","GDP","TOT","USD_CAP","A","2012",21259.866516,
"LVA","GDP","TOT","USD_CAP","A","2013",22674.541792,
"LVA","GDP","TOT","USD_CAP","A","2014",23802.33547,
"LVA","GDP","TOT","USD_CAP","A","2015",24512.716025,
"LVA","GDP","TOT","USD_CAP","A","2016",25588.909354,
"LVA","GDP","TOT","USD_CAP","A","2017",27631.755153,
"BRA","GDP","TOT","USD_CAP","A","2000",9108.378696,
"BRA","GDP","TOT","USD_CAP","A","2001",9314.017046,
"BRA","GDP","TOT","USD_CAP","A","2002",9614.919111,
"BRA","GDP","TOT","USD_CAP","A","2003",9790.077679,
"BRA","GDP","TOT","USD_CAP","A","2004",10505.760116,
"BRA","GDP","TOT","USD_CAP","A","2005",11056.148305,
"BRA","GDP","TOT","USD_CAP","A","2006",11709.606159,
"BRA","GDP","TOT","USD_CAP","A","2007",12608.014335,
"BRA","GDP","TOT","USD_CAP","A","2008",13364.28595,
"BRA","GDP","TOT","USD_CAP","A","2009",13308.838372,
"BRA","GDP","TOT","USD_CAP","A","2010",14340.300602,
"BRA","GDP","TOT","USD_CAP","A","2011",15071.175162,
"BRA","GDP","TOT","USD_CAP","A","2012",15498.333836,
"BRA","GDP","TOT","USD_CAP","A","2013",16076.907769,
"BRA","GDP","TOT","USD_CAP","A","2014",16305.949665,
"BRA","GDP","TOT","USD_CAP","A","2015",15716.765956,
"BRA","GDP","TOT","USD_CAP","A","2016",15224.54744,"E"
"LTU","GDP","TOT","USD_CAP","A","1995",5923.628964,
"LTU","GDP","TOT","USD_CAP","A","1996",6378.007398,
"LTU","GDP","TOT","USD_CAP","A","1997",7066.586743,
"LTU","GDP","TOT","USD_CAP","A","1998",7756.757435,
"LTU","GDP","TOT","USD_CAP","A","1999",7821.726018,
"LTU","GDP","TOT","USD_CAP","A","2000",8456.370584,
"LTU","GDP","TOT","USD_CAP","A","2001",9459.469682,
"LTU","GDP","TOT","USD_CAP","A","2002",10494.370764,
"LTU","GDP","TOT","USD_CAP","A","2003",12066.861143,
"LTU","GDP","TOT","USD_CAP","A","2004",13036.172674,
"LTU","GDP","TOT","USD_CAP","A","2005",14526.185964,
"LTU","GDP","TOT","USD_CAP","A","2006",16486.615721,
"LTU","GDP","TOT","USD_CAP","A","2007",19092.263104,
"LTU","GDP","TOT","USD_CAP","A","2008",20744.007499,
"LTU","GDP","TOT","USD_CAP","A","2009",18142.642842,
"LTU","GDP","TOT","USD_CAP","A","2010",20110.447345,
"LTU","GDP","TOT","USD_CAP","A","2011",22854.277556,
"LTU","GDP","TOT","USD_CAP","A","2012",24658.189179,
"LTU","GDP","TOT","USD_CAP","A","2013",26660.597222,
"LTU","GDP","TOT","USD_CAP","A","2014",28174.254329,
"LTU","GDP","TOT","USD_CAP","A","2015",28783.5364,
"LTU","GDP","TOT","USD_CAP","A","2016",29862.344559,
"LTU","GDP","TOT","USD_CAP","A","2017",32154.469955,
"SAU","GDP","TOT","USD_CAP","A","1990",27441.456792,
"SAU","GDP","TOT","USD_CAP","A","1991",31564.377214,
"SAU","GDP","TOT","USD_CAP","A","1992",32584.072035,
"SAU","GDP","TOT","USD_CAP","A","1993",32018.410699,
